,id,domain,type,url,content,scraped_at,inserted_at,updated_at,title,authors,keywords,meta_keywords,meta_description,tags,summary,source,label
,,,reliable,,"It may have been drowned out this week as US President Donald Trump walked back tariffs on his closest neighbours - and biggest trading partners - almost as soon as they were in place. But despite the dizzying back-and-forth with Canada and Mexico, the White House made clear that it is serious about its economic vision. And it is willing to pay the price of some short-term economic harm to pursue it. ""There'll be a little disturbance,"" Trump warned in his address to Congress on Tuesday. ""But we're okay with that."" Some scepticism about that comfort might be understandable, given the abrupt policy turns on tariffs Trump has made, as financial markets dropped and the outcry from US businesses intensified. Those who see Trump's tariff threats as economic bluster might be tempted to conclude that he wants to talk tough, but flinches at the first signs of economic damage. But that view is to some extent undermined by the trade war against China he started in his first term which has seriously intensified. In just a few weeks, Trump has raised taxes to at least 20% on all Chinese imports. It means the average effective tariff rate on imports from China now stands at roughly 34%, because taxes on some sectors - like electric vehicles and steel - stand at much higher rates. The 25% tariff on Mexican and Canadian goods hasn't completely gone away either. The levy still stands on goods that aren't compliant with a trade deal that Trump negotiated in his first term - and so some goods coming from both neighbours will still be subject to it. The White House also says its much-touted reciprocal tariffs targeting nearly all US trade partners are still in the pipeline. The details, they say, will be unveiled on 2 April, with rates tailor-made to address whatever policies other countries impose that officials consider unfair - whether in the form of taxes on US tech firms, Value-Added Taxes, or other import rules. ""It's a certainty – reciprocal tariffs are coming,"" Trump's senior adviser on trade and manufacturing Peter Navarro told business broadcaster CNBC on Friday. He said the White House had seen signs that its threats alone were prompting car companies to start taking action and bolster their supply chains in the US - exactly the kind of investment that Donald Trump says his tariffs will spur. ""They're getting the picture,"" Navarro said. Navarro and others say the nitty-gritty of tariff rates is not their focus. Rather, they are using trade levies as a means to create a new version of America, where the country has a different relationship with its global partners. That America has more local manufacturing, a smaller government and pays less for the military defence of its allies. Treasury Secretary Scott Bessent - a former Wall Street hedge fund boss not known as a tariff hawk - this week pointed to political discussions in Germany about boosting its military spending as an ""early, big win"". ""The international trading system consists of a web of relationships - military economic, political. One cannot take a single aspect in isolation,"" he said, as he tried to sell the administration's strategy to a tariff-sceptical audience at the Economic Club of New York. ""This is how President Trump sees the world - not as a zero-sum game but as inter-linkages that can be re-ordered to advance the interests of American people."" For Trump, tariffs are a key tool for re-ordering that web. And the treasury secretary made clear that the likely short-term harm - higher prices - is an acceptable trade-off. ""Access to cheap goods is not the essence of the American dream,"" Bessent said. For now, polls indicate Trump's voter base remains behind him. But how the next months unfold - and what happens in particular with consumer prices - could prove a real test of that message.",,,,Trump team hits pause on tariffs - but still sees them as vital tool,"Natalie Sherman, Business reporter, New York",,,,,,,1
,,,reliable,,"US investigators believe Oscar-winning actor Gene Hackman and his classical pianist wife, Betsy Arakawa, both died of natural causes about a week apart. Their bodies were discovered in their home in the US state of New Mexico on 26 February, 10 days after Hackman is believed to have died. In a press conference on Friday, officials said Hackman died from ""significant heart disease"" on 18 February, according to cardiac data obtained from his pacemaker. Arakawa died a week earlier on 11 February of complications related to hantavirus pulmonary syndrome, a rare respiratory illness caused by exposure to infected rodents. The medical examiner added that Hackman was also in the advanced stages of Alzheimer's disease, which meant it was ""possible"" he was not aware of his wife's death in the days after. Here is what we know about the death of a Hollywood legend known for such films as The French Connection and The Conversation.",,,,"Hackman and wife died of natural causes several days apart, officials say","Patrick Jackson, BBC News",,,,,,,1
,,,reliable,,"The Duchess of Sussex has announced that With Love, Meghan will be back for a second series. The eight-part Netflix show, which sees Meghan share cooking, gardening and hosting tips with friends and famous guests at a California estate, launched on the streaming platform on Tuesday. A few hours later, the former Suits actress officially launched her new brand As Ever, with an updated website revealing raspberry spread and flower sprinkes will be among the first products to be sold. Tudum, the official companion site to Netflix, confirmed that filming had completed on the second season of the show and it will be streamed in the autumn. The announcement came after the first series attracted critical reviews in both the UK and the US. Since its launch on Tuesday, one review in The Guardian described it as a ""gormless lifestyle filler"" and ""so pointless it might be the Sussexes' last TV show"", while The Telegraph gave it two stars and branded it ""insane"" and an ""exercise in narcissism"". The series has a rating of 33% on review aggregator Rotten Tomatoes. However, the BBC's royal correspondent Sean Coughlan wrote that ""the new Netflix series...is about escapism and aspiration, it's a glass of something sparkling on a grey day"". The show centres around Meghan preparing treats, foods and gifts at a beautiful property, although not her own home, in Montecito. She makes pasta, crudités, focaccia, frittata and baked fish, and along with advice on how to make guests feel extra special, she shows viewers how to arrange flowers and make DIY bath salts. Guests in the first series include American actress and producer Mindy Kaling, celebrity chef Roy Choi, designer Tracy Robbins and cosmetics entrepreneur Victoria Jackson. On Friday, Meghan posted a video to Instagram which showed her wearing a hat with the writing ""lettuce romaine calm"" stitched across the front of it.",,,,Meghan's new Netflix show renewed for second series,"Lucy Clarke-Billings, BBC News",,,,,,,1
,,,reliable,,"Newly released text messages and phone calls show the fear of two University of Idaho students as someone broke into their home and murdered four of their housemates in 2022. ""I'm freaking out,"" one roommate wrote to the other, court filings obtained by US media reportedly show. The text messages were sent nearly eight hours before the roommates called authorities to report one of their roommates unconscious at their home. The trial of Bryan Kohberger, who was arrested in the roommates' murders and has pleaded not guilty to those charges, is scheduled to start later this year. The fatal stabbings of four University of Idaho students - Kaylee Goncalves, Ethan Chapin, Xana Kernodle and Madison Mogen - in their off-campus home on 13 November, shocked Moscow, Idaho, a small college town and the nation. Two other housemates, identified in court filings as D.M. and B.F., are presumed to be Dylan Mortensen and Bethany Funke, who both lived in the house and survived the attack. Newly released communications between the two offer some insight into what happened during the hours when police believe the murders occurred and in the aftermath.",,,,'I'm freaking out': Text messages show housemates' panic during Idaho students' murders,"Ana Faguy, BBC News",,,,,,,1
,,,reliable,,"A measles outbreak in the American southwest has killed a second person, an unvaccinated adult, New Mexico health officials have said. The fatality comes roughly a week after measles took the life of an unvaccinated child in nearby Texas, the first US death from the disease since 2015. Measles, which was considered ""eliminated"" in the US in 2000, is spreading quickly in Texas, with the state identifying 198 cases as of Friday, nearly 30 more since the state's last report on Tuesday. In the same span the number of cases in neighbouring New Mexico tripled, to 30. The disease has also been reported in other states and across Canada, as well. The person who died in New Mexico was a resident of Lea County, about 50 miles (80km) from Gaines County, Texas, where the outbreak appears to be centred. Officials did not provide the person's sex or age. One in every five measles cases requires hospitalisation and about three in every 1,000 cases results in death, the New Mexico health department said on Thursday. The current outbreak killed a healthy but unvaccinated six-year-old in Texas, state officials said on 27 Feb. While the disease was declared eliminated 25 years ago, the US often sees outbreaks, which are defined as three or more related cases. Still, the two deaths are jarring to many in a country that, before last week, had not recorded anyone killed by measles since 2015. The 2015 death was the first one attributed to measles in the US since 2003. Three months into 2025, the total number of reported infections in the US has already climbed above 220. There were 285 cases over the entire year of 2024, according to the Centers for Disease Control (CDC). The CDC has said it is monitoring the current outbreak, which is believed to have started in a rural Mennonite community in Texas with low vaccination rates. While the outbreak is mostly occurring in Texas and New Mexico, measles has also recently been found in Alaska, California, Florida, Georgia, Kentucky, New Jersey, New York, Pennsylvania, Rhode Island, and Washington according to the CDC. Canada is also seeing a spike in infections, and recorded more cases in the first two months of this year than in all of 2024, the country's Chief Public Health Officer Theresa Tam said on Thursday. Measles has been found in Ontario, Quebec and British Columbia, which Dr Tam attributed to travellers who were exposed to the disease in another country. As of Thursday, there were 227 measles cases reported this year in Canada and most of those who became ill were not vaccinated, according to the country's public health agency. The MMR vaccine is the most effective way to fight off the dangerous virus, which can lead to pneumonia, brain swelling and death. The jabs are 97% effective and they also immunise people against mumps and rubella. US Health and Human Services Secretary Robert F Kennedy Jr - who is known in part for being a vaccine sceptic - published an editorial on Sunday expressing his concern about the growing measles outbreak. ""Vaccines not only protect individual children from measles, but also contribute to community immunity, protecting those who are unable to be vaccinate due to medical reasons,"" he wrote in Fox News Op-Ed.",,,,Second person dies in US measles outbreak,"Ana Faguy, BBC News",,,,,,,1
,,,reliable,,"US President Donald Trump continued to shock allies this week after his fiery exchange with Ukrainian President Volodymyr Zelensky in the Oval Office. His seventh week in office saw military aid and intelligence sharing to Ukraine paused, while Zelensky sought to repair relations and a possible peace deal by saying he was ""ready to work under President Trump's strong leadership"". At the start of the week, Trump imposed tariffs on close US allies Canada and Mexico and increased them on key trade partner China. Later, the president signed exempted a number of Canadian and Mexican goods from cost hikes. At home, the US president delivered the longest presidential speech to Congress on record. If you are in need of a catch up, here are four big items Trump and his team took on this week.",,,,Four big things Trump and his team took on this week,"Alex Boyd, BBC News",,,,,,,1
,,,reliable,,"Canadian Prime Minister Justin Trudeau became emotional during one of his final press conferences as leader of the country. He reflected on his decade in power, acknowledging both the achievements and challenges. In January, Trudeau resigned, citing 'internal battles' in his governing Liberal party.",,,,Watch: Trudeau gets emotional at one of his final press conferences,No author available,,,,,,,1
,,,reliable,,"Former Olympic snowboarder and Canadian national Ryan Wedding, 43, has been placed on the FBI's 10 most wanted fugitives list for allegedly running a violent transnational drug trafficking network. Wedding is wanted for allegedly shipping hundreds of kilograms of cocaine from Colombia, through Mexico and southern California, to Canada and US locations, and for orchestrating multiple murders and an attempted murder to further these drug crimes. The US is offering a reward of up to $10m (£7.7m) for information leading to Wedding's arrest or conviction. Investigators believe he is living in Mexico, but have not ruled out his presence in the US, Canada, other Latin American countries or elsewhere. It was not clear if he has a lawyer. Wedding competed in Giant Slalom snowboarding for Canada during the 2002 Winter Olympics in Salt Lake City. His aliases include ""El Jefe,"" ""Giant,"" ""Public Enemy,"" ""James Conrad King,"" and ""Jesse King,"" the FBI said. In June 2024, Wedding and his accomplice Andrew Clark, 34, also Canadian, were charged in California with running a continuing criminal enterprise, committing murder in connection with the enterprise and assorted drug crimes, and conspiring to possess, distribute, and export cocaine. Clark was arrested last October by Mexican authorities and was among 29 fugitives extradited to the US from Mexico last week. The US indictment alleges that Wedding and Clark directed the 20 November 2023 murders of two family members in Ontario, Canada, in retaliation for a stolen drug shipment that passed through southern California. Another family member survived the shooting but was left with serious physical injuries, the FBI said. Wedding and Clark allegedly also ordered the murder of another victim on 18 May 2024 over a drug debt, according to the FBI. ""The alleged murders of his competitors make Wedding a very dangerous man, and his addition to the list of Ten Most Wanted Fugitives, coupled with a major reward offer by the State Department, will make the public our partner so that we can catch up with him before he puts anyone else in danger,"" Akil Davis, the assistant director of the FBI's Los Angeles Field Office, said in a press release on Thursday.",,,,Olympian wanted by FBI on drug ring charges,"Mallory Moench, BBC News",,,,,,,1
,,,reliable,,A South Carolina prison inmate convicted of killing his ex-girlfriend's parents with a baseball bat will be the first person in the US to be executed by firing squad in 15 years.,,,,South Carolina man to be executed in US by firing squad,"Ottilie Mitchell, BBC News",,,,,,,1
,,,reliable,,"A SpaceX rocket exploded shortly after it was launched from Texas on Thursday, grounding flights and triggering warnings about falling spaceship debris. SpaceX confirmed the un-crewed ship had suffered ""a rapid unscheduled disassembly"" during its ascent into space, and lost contact with the ground. The massive SpaceX Starship, the largest rocket ever created, spun out of control shortly after its launch. No injuries or damage have been reported but images from those in Caribbean Sea island nations show fiery debris raining from the sky. This was the eighth mission to test the rocket, and its second consecutive failure. The spaceship, which measures 123m (403ft) at takeoff, was meant to re-enter Earth's orbit over the Indian Ocean after a one-hour flight. Its Super Heavy booster, which helps it leave the ground, did manage successfully to return to the launchpad. SpaceX, which is owned by billionaire Elon Musk, said teams immediately started co-ordinating with safety officials for ""pre-planned contingency responses"". The statement added that SpaceX would review data ""to better understand [the] root cause"" of the misfire and noted the explosion happened after the loss of ""several"" engines. ""As always, success comes from what we learn, and today's flight will offer additional lessons to improve Starship's reliability."" The statement says debris should have fallen within a pre-planned area and the rocket did not contain any toxic materials. The company also included an email and phone number for those who believe they've found any remnants of the craft. Musk has yet to comment on Thursday's explosion. The accident briefly halted flights at several Florida airports, including in Miami and Orlando, over concerns about flaming debris. A statement from the Federal Aviation Administration (FAA) said the flights in and out of airports were delayed due to a ""space launch incident"". The incident follows a test in January, which saw a Starship rocket fail minutes after launching from SpaceX's Texas facility. The FAA also briefly closed airports two months ago, due to the same concerns about falling debris. After January's incident, the FAA grounded Starship launches and noted the incident had led to property damage in the Turks and Caicos Islands in the Caribbean. ""Unfortunately this happened last time too, so we have some practice at this now,"" SpaceX flight commentator Dan Huot told reporters at the launch site on Thursday. This latest Starship launch was conducted before the FAA finished investigating January's explosion, according to US media reports. A statement issued from the government of the Turks and Caicos said they were in contact with US authorities and SpaceX and would ""continue to keep the public apprised as we work to ensure the safety and security of our Islands"". Footage posted on X purported to show flaming rocket debris falling over the Caribbean Sea. In the Bahamas, people posted that they were seeking shelter in order to take cover from debris. Starship is the biggest, most powerful rocket ever built, and is key to Musk's ambitions for colonising Mars. SpaceX's Starship spacecraft and Super Heavy rocket - collectively referred to as Starship - is intended to be fully reusable, the company says. Nasa hopes to use a modified version of the spaceship as a human lunar lander for its Artemis missions to return to the Moon. In the more distant future, Musk wants Starship to make long-haul trips to Mars and back - about a nine-month trip each way.",,,,"SpaceX rocket explodes, raining debris from sky for second time in a row","Max Matza, BBC News",,,,,,,1
